Annotator1	Annotator2	Annotator3	label	text clean	index
5	5	0	0	user user user e per quello che non mette le pubblicazioni nel cv?  guardi, io parlo con tutti, ma non con i no vax. quindi mi scusi	A226
2	2	2	2	#zingarettinonmisiringa tribunali pieni di cause per danni da vaccino no all'obbligo ! resistere per restare liberi modena, “neonato disabile per vaccino”: il tar impone al ministero della salute risarcimento per “danni da esavalente” link di user	A442
2	2	2	2	il plasma e' una cura, nessun vaccino grazie! link via user	A931
2	2	2	2	studio del 2012: #vaccini #antinfluenzali trivalenti inattivati aumentano le infezioni virali non influenzali di 4,4 volte. link	A1267
2	2	2	2	a tutti quelli in file per farsi il vaccino della #meningite:  lo sapete che il vaccino copre solo pochi ceppi?  lo sapete che il vaccino non pu dare immunit istantanea?  ????questo potrebbe farvi scoppiare la meninge.  lo sapete che fra gli effetti collaterali c' la meningite? link	A471
2	2	2	2	user un virus muta, il vaccino non ti dà alcuna garanzia	A234
0	0	1	0	user_ gli anziani sono un patrimonio da custodire non da sacrificare. purtroppo senza vaccino senza antivirali sono indifesi.	A162
1	1	2	1	ma voi ve lo ricordate quando dicevano che avrebbero trovato il vaccino per l’ aids?	A1065
2	2	4	2	user user finalmente qualcuno ha capito e ti dirò di più, quando avverrà il g20 a breve, come d'incanto arriverà il vaccino.	A337
2	1	1	2	user  i sospetti di speculazione finanziaria dietro gli annunci sul vaccino di moderna link di user_italia	A172
1	1	2	1	user user ennesima menzogna del governo conte: solo propaganda politica. non esiste nessun vaccino pronto per il prossimo autunno né alcun accordo con l'italia: link	A140
1	1	1	1	"vaccino covid-19, speranza: “firmato contratto insieme a francia, germania e olanda"" link"	A1332
0	0	0	0	user user_ user user_fc1969 user e per lei è normale che un bambino rischi di morire, ad esempio, di morbillo? o che vada a scuola e magari infetti altri bimbi? se questo è normale allora diciamo che se il suo bambino o lei o altri si ammalano per non avere fatto il vaccino la sanità pubblica non ne risponde .	A291
1	1	1	1	cina. coronavirus: 910 i morti. testato vaccino sui topi link	A579
2	2	2	2	user non sta succedendo nulla è solo per plagiare la gente facendo terrorismo mediatico per fare in modo che la gente prossimamente faccia il vaccino antinfluenzale con all'interno anticoronavirus tattica creata dalle multinazionali farmaceutiche insieme o.m.s e medici di turno!!!	A189
0	0	0	0	mentre in usa, uk e germania hanno iniziato i test per il #vaccino #covidー19, non ci sono vaccini sperimentali sviluppati in italia. causa probabile: i forti tagli a università e ricerca. non ci sorprendiamo se gli italiani riceveranno un vaccino dopo altri paesi #italia	A1077
1	1	1	1	conte: “allo studio piano per riaperture omogenee. mascherine e distanziamento fino al vaccino. la app…” link link	A597
0	0	1	0	"#gravina: ""stadi riapriranno quando ci sarà un vaccino"" link"	A401
5	5	2	0	la scienza si prende la rivincita sui #novax. è forse iniziata la campagna d'informazione o di disinformazione, da parte dei #pennivendoli e dei #rotolidistampaigienica, per spingere la gente nelle braccia delle case farmaceutiche. #vaccino link via user	A1017
2	2	4	2	fino a 48 ore fa trump se ne sbatteva altamente del #covid19 . oggi a seattle sono partiti i primi test per un vaccino sull’essere umano. gatta ci cova...	A815
1	1	1	1	la storia di moderna, l’azienda che ha sviluppato il primo vaccino in test per il coronavirus link via user	A1022
1	1	0	1	prima mappa in scala atomica 3d del #coronavirus link  i ricercatori dell'university of #texas at #austin e del national institutes of health hanno fatto un importante passo avanti verso lo sviluppo di un #vaccino per il nuovo... ( #ecplanet #edoardocapuano ) link	A1171
1	1	1	1	il coronavirus ha un nome: covid- 19. loms: «è una minaccia peggiore del terrorismo». vaccino pronto in 18 mesi -  #coronavirus #nome: #covid- #loms:  link	A911
2	2	2	2	"vaccine nation  - sub ita  - sottotitolato in italiano da ""il portico di... link di user"	A1313
0	0	0	0	rezza: “il trend mostra miglioramenti ma serve cautela”. ricciardi: “senza un vaccino rischiamo un altro picco in autunno” link	A1212
1	1	1	1	coronavirus: due cure sperimentali. e l'attesa per il vaccino prof user secondo lei è attendibile ?  link	A706
1	1	1	1	coronavirus,  il vaccino di oxford che arriverà anche in italia: ecco come funziona link	A615
1	1	1	1	coronavirus, il vaccino-cerotto ha superato i test di laboratorio: potrebbe essere pronto fra 2 o tre mesi link	A655
1	1	1	1	coronavirus, dalla germania frenano: `un vaccino potrebbe richiedere anni` link	A636
5	1	0	1	dopo i no vax i no mask user	A774
2	2	2	2	il supermarket dei #vaccini non si ferma mai, oramai sfornano un vaccino nuovo al giorno:  in gran bretagna  al via il test per un vaccino contro il colesterolo.   oramai chiara la strategia di bigpharma, renderci sempre pi schiavi dei farmaci.  link	A937
0	1	0	1	mi auguro che user non venga rieletto, anzi, che si ritiri al più presto dalla vita politica. questi non sono tempi da pavidi, da pseudo don abbondio.  #mascherine  #vaccino	A1080
2	2	2	2	le decine/centinaia di migliaia di persone che moriranno durante l’anno di sperimentazione del vaccino saranno grate al sistema che garantisce un prodotto sicuro.#agorarai	A1029
2	2	2	2	1/ - lei ha mai usato bimbi di madri in prigione per sperimentare un vaccino? - s. - ha mai usato individui sotto dominio coloniale per sperimentare un vaccino? - lo ha fatto nel congo belga? - s. - l'esperimento coinvolgeva quasi un milione di persone? - be', mmm, ecco, s. link	A447
1	0	1	0	per il coronavirus «puntiamo a un vaccino accessibile a tutti» | romasette link	A1150
5	5	5	0	sentivo proprio la mancanza di qualche novax di stocazzo.	A1241
1	1	1	1	il ministro tedesco della sanit� ha confermato che #trump avrebbe offerto una cifra propositata alla #curevac per rendere il vaccino disponibile solo al mercato americano. � vero? user	A925
0	0	0	0	user user user sul vaccino non posso che essere favorevole... è il modo più efficace per prevenire una malattia. le cure sono utili, ovviamente, ma in una macchina sono più importanti i freni [prevenzione, vaccino] dell'airbag [cura]. insieme fanno un sistema perfetto.	A317
1	5	0	0	i #novax (e #freevax) citano la costituzione contro l'obbligo (eventuale) di un #vaccino anti-covid.  ma non è così: l'imposizione, in passato, è stata definita legittima (più volte) dalla consulta  link	A863
1	1	1	1	vaccino oxford, entro l'estate sapremo se funziona contro il covid link	A1346
5	5	5	0	l’antivax #beppegrillo ora vuole il vaccino per il #coronavirus user_grillo   link	A997
1	1	1	1	scontro sul vaccino anti-covid, sanofi promette: prima agli usa link di user_finanza	A1227
0	0	0	0	user io non ho alcun segno e questo probabilmente perché il vaccino fu  fatto male ma chi se ne importa? il vaiolo non esiste più e grazie a voi col tappo sul braccio.☺	A183
4	2	2	2	quando avete finito di erigervi a paladini della buona e giusta vaccinazione, vorrei sommessamente ricordarvi che il new dehli esiste. tanto, che ora ha deciso di uscire dalla toscana. non esiste vaccino, quindi immagino non ve ne importi. link	A1182
0	0	1	0	"user_gaspari stiamo a casa fino a chi gli infetti saranno in numero sufficientemente basso da non essere problema, credo.  poi partirà una fase di ""libertà vigilata"" con tracking su base volontaria, per individuare subito possibili nuovi malati e isolarsi subito.  poi un vaccino..speriamo"	A180
2	2	2	2	zingaretti nella sua sicumera di odontotecnico li vuole obbligatori ma sembrerebbe che:  link	A1375
1	1	4	1	se #trump non alza praticamente un dito per arginare la pandemia le cose sono due: - o è completamente irresponsabile  - o ha già il vaccino in tasca..	A1229
0	1	1	1	#coronavirus, policlinico milano: con modellazione cellulare piu' veloci verso vaccino link	A383
1	1	1	1	coronavirus: il vaccino in un anno in poche settimane test sulluomo -  #coronavirus: #vaccino #poche  link	A715
1	1	1	1	inovio: il vaccino per il coronavirus finanziato da bill gates link	A971
0	0	0	0	coronavirus, la ricerca del vaccino: sanofi e gsk uniscono le forze  link	A667
0	1	0	0	"valeria: ""speriamo che si sia risolta questa cosa del coronavirus. sono molto preoccupata. speriamo abbiano trovato un vaccino.""  intanto, in italia: oltre 1000 contagiati.  #gfvip"	A1357
1	1	1	1	entro fine anno disponibile il vaccino anti covid-19 link	A799
0	0	0	0	?preveniamo insieme l#influenza:   - fai il vaccino - lava bene le mani regolarmente  - non usare antibiotici contro linfluenza, sono inutili contro i virus  proteggi te stesso e gli altri ? link link	A7
2	2	2	2	avviso:  il vaccino antinfluenzale 2018-19  contiene mercurio  (pericolosissimo!) e mette in pericolo soprattutto le donne incinte e i bambini link link	A530
2	2	2	2	covid-19, nuovi studi confermano che chi non ha più sintomi non contagia – ed ora come faranno tutti quelli che speravano nella continuità del virus per testare il vaccino???  link	A735
5	4	2	2	"""ammalato di tumore all'orecchio, ex dipendente telecom vince la causa: ora usa solo auricolari con il filo""  in questo caso la consulenza medica del tribunale  corretta o, come nei casi di danni da vaccino, dobbiamo pensare che non siano degli esperti? link"	A18
0	0	0	0	coronavirus, l`appello ai grandi della terra per un «vaccino del popolo, libero da brevetti». e speranza: «non sia privilegio di pochi» - open link	A662
2	2	2	2	user user fattelo tu il vaccino e vergognati di vendere il.tuo paese e i nostri figli	A248
2	2	2	2	i danni da vaccino superano quelli delle malattie coperte senza vaccino link	A873
2	2	2	2	vaccino gardasil - i macrofagi attivati carichi di nanoparticelle di dna/aahs virali presenti in questo vaccino possono viaggiare in tutto il corpo, compreso il miocardio.  un dato scientifico... link link	A1340
1	1	1	1	coletto, ateneo ha competenze per vaccino - umbria - link link	A581
2	2	2	2	il 95% è guarito dal covid senza vaccino. il governo farsa-giallorosso continua ad affermare che senza vaccinazione moriremo tutti.. #speranza piccolino mio.. mi senti??	A905
1	1	1	1	""" isolato il #coronavirus, la virologa dello spallanzani:  “vi racconto cosa significa e come procederemo adesso per il #vaccino” paolo russo link via user"	A15
1	0	1	1	il bundestag tedesco ieri ha approvato una legge che stabilisce l'obbligo del vaccino contro il morbillo come condizione per iscrivere i bambini all'asilo nido. il 65 per cento ha votato s�, in 105 si sono astenuti. unico ad aver votato contro � il partito alleato della lega: afd	A907
1	1	1	1	sanità: si lavora su risorse, app immuni e vaccino link	A1223
1	4	1	1	"""dopo i novax, i notrax"" indovinate su quale testata giornalistica hanno coniato il neologismo notrax   appioppato  a chiunque abbia rilevatp  perplessità  sulla app immune."	A21
0	1	0	0	oms, ricciardi: “senza vaccino il virus circolerà ancora, bisogna tutelare la salute di tutti” link di user	A1132
5	5	5	0	p.s. vivo in una provincia che ha 23 casi accertati mentre quelle limitrofe ne hanno centinaia, come ad esempio la provincia di #bergamo che ne ha circa 800.  grazie per aver affidato questa situazione al #buonsenso di #novax, #terrapiattisti e #complottisti!!!  #covid19italia	A1136
1	1	1	1	creato un vaccino-cerotto contro il #coronavirus: bene i primi test sui topi. la university of pittsburgh school of medicine anticipa: il vaccino potrebbe entrare già entro un mese nei test clinici di fase i su individui. #covid19 #covid19italia	A742
2	2	2	2	"user quindi, creano il problema ""la pandemia"", aspettano che la gente muoia dalla paura e chiede una soluzione e loro come soluzione ti danno già il vaccino che contiene il microchip."	A293
0	1	1	1	#coronavirus: l’infettivologo massimo galli, docente user e dirigente dell’ospedale #sacco di milano, spiega tra quanto capiremo come evolverà l’epidemia e a quali farmaci si guarda per un’alternativa al vaccino.  leggi l’intervista: link user	A386
2	2	2	2	ecco come ci stanno fregando.  #covid2019 #vaccino #quarantena  link	A795
0	0	0	0	user bisogna chiudere tutto fin quando non viene somministrato il vaccino a tutti	A333
1	1	4	1	attenzione a dire antivirale e non vaccino che scattano subito le faide	A518
2	1	2	2	"il virologo giulio tarro all'antidiplomatico : ""una follia aspettare il vaccino per tornare ad una vita normale"" link"	A951
2	2	2	2	al momento vi sono 5mila domande pendenti di danneggiati da emotrasfusioni (qualcuno anche da vaccini). se tutti e 5mila chiedessero i danni morali per il ritardo  avendone il diritto  lo stato non troverebbe i fondi. la finanziaria 2007 (art.33) stanzi 700mila euro link	A486
1	1	1	1	il #coronavirus e la necessità della #sperimentazioneanimale. #vaccino #covid19  link di user	A896
5	5	5	0	perché la stupidità trova sempre nuove conferme... chi mi diceva che i novax erano spariti?! eccone una delle mie parti link	A1160
1	1	1	1	#moderna, chi finanzia la societ #usa che lavora al vaccino anti #coronavirus link di user	A414
2	2	2	2	decessi covid 6 gg fa: ita(10023 spa(5690 fra(2314 uk(1019 nl(639 ger(389 bel(353 sve(102 por(100 aut(68 dan(65 irl(36 gre(32 rom(29 nor(20 lux(18 pol(18 ung(13 cec(11 fin(9 slo(9 bul(7 lit(7 cro(5 cipr(5 isl(2 est(1 non c'è una certa relazione con il vaccino antinfluenzale?: link	A753
2	2	2	2	inoltre il virus muta e quindi ogni anno secondo loro ci sarebbe il nuovo vaccino formulato sul retrovirus  il batterio no e non avrebbero la scusa per vaccinarci ad ogni nuova stagione autunnale	A970
2	2	2	2	cercando notizie su benioff trovo questa intervista con desmond hellmann della gates foundation. e cos scopro che il vaccino contro l'epatite b  prodotto con linee di cellule ovariche di criceti cinesi ???? link	A562
0	0	5	0	bill e melinda gates dicono che pagheranno tutte le spese per un vaccino contro il #coronavirus. ovviamente tutti i commenti sono critiche contro il vaccino o contro di lui che è un potente che cerca di controllare il mondo. la gente il bene non se lo merita, bill goditi i soldi.	A537
2	2	2	2	user user_grillo se ti dicessi che per il 2040 il 90% della popolazione non esisterà più ci crederesti o pensi che sia una fiaba? hiv dal 1981 non abbiamo ancora trovato un vaccino, quando pensi si troverà un vaccino per il covid-19 secondo te?	A236
5	1	5	1	coronavirus, la rete dei no vax boicotta il vaccino per il covid19: &amp;laquo;&amp;egrave; tutta una truffa&amp;raquo; link	A666
0	0	2	0	nicola zingaretti : ordinanza regione lazio vaccinazione obbligatoria - firma la petizione! link via user firmiamo brava gente	A1105
1	1	1	1	"la guerra per il vaccino #covid19 si è scatenata: governi con  ""citizen first"", big-pharma pronte a incassare tre volte, per ricerca, sviluppo e distribuzione. tempo di cambiare le regole dei brevetti? oggi su user con user_eu  link"	A1010
2	2	2	2	zitti che producono pure negli usa (primo caso di contagio negli stati uniti annunciato poche ore fa)  e indovina che altro intruglio producono? il vaccino contro l'hiv!!  ...................e antiamooooooo dueeeeee! ????????????????????????????  link	A1378
2	2	2	2	perch� non dite che a brescia e #bergamo hanno vaccinato a tappeto la popolazione per la meningite a fine gennaio,devastandogli il sistema immunitario,come accade ai bimbi che hanno la febbre per giorni dopo il vaccino,e poi si ammalano? #dimartedi #covid19	A1162
2	0	2	2	su la testa!: nuovo coronavirus: vaccino obbligatorio per tutti!: link	A1272
2	2	2	2	bergamo  e  fake. quanti dei morti hanno ricevuto l'anti-influenzale? link via user	A536
1	1	1	1	#coronavirus, abrignani: “vaccino? almeno tra 2 – 3 anni” link #notizie #sapevatelo	A372
1	2	2	2	user_fivestar user involontariamente zinga ha fatto autogol  i primi a non vaccinarsi sono proprio i medici  e poi i politici...mica la lorenzin ha fatto mai vedere i certificati di vaccinazione dei pargoli	A339
1	1	1	1	il vaccino contro il coronavirus parla anche italiano, nel team di ricerca il barese andrea gambotto link di user	A940
2	2	2	2	"questa mamma racconta praticamente in diretta la regressione allo stato autistico della figlia dopo 48 ore dall'iniezione del vaccino esavalente.  ""ieri avevo una bambina che era sana al 100%, oggi ho una figlia ferita, per non scrivere disabile""!  link link"	A1196
2	2	2	2	user proprio ora che sta scomparendo il virus pagate un vaccino?	A346
2	2	2	2	ci dichiararono guerra,distrussero l’europa e poi ci diedero i soldi per ricostruire rendendoci schiavi.  creano il #covid_19 e infettano il mondo intero per poi creare il vaccino e venderlo a tutto il mondo.   sono sempre loro!   gli stati uniti d’america!  #codvid19italia	A574
0	0	0	0	user user sono d'accordo con lei. se avessero potuto parlarci, tutti quei morti ... ci avrebbero detto: non pensate ai soldi adesso. occorrono soldi per la ricerca anche del vaccino e per quanto mi riguarda spero si possa ottenere presto.	A195
2	2	2	2	user user lo dice anche quest'altro studio, che chi fa il vaccino influenzale, aumenta il rischio di prendere il contagio da altri virus, incluso il coronavirus, dai 4 alle 5 volte.  link link	A97
1	1	1	1	la virologa ilaria capua: 'se questo virus si comporter come il raffreddore non servir un vaccino' link	A1023
0	0	0	0	coronavirus il vaccino e la scommessa italo-inglese “saremo pronti a settembre” link	A609
1	1	1	1	al via la fase di sperimentazione clinica di un possibile vaccino contro il coronavirus negli stati uniti. - (associated press) #covid19 link	A490
0	0	0	0	e se l'app di tracciamento #immuni ti desse la priorita' nel ricevere le cure/vaccino, la installeresti?  nota: priorita' rispetto ad una persona che ha il tuo quadro clinico. la priorita' e' data dal fatto che si sa come ti sei comportato.	A792
1	2	2	2	batterio new dehli, 45 morti: un decesso ogni tre ricoveri.  a pisa attualmente 43 pazienti e un reparto dedicato con 12 letti.  non c' vaccino, nessuno ne parla, non  un problema. link	A535
0	0	0	0	"user ma si figuri! l' unica speranza è un vaccino.. questi non ne vogliono sentir parlare di chiudere alcunché.. cmq, ho scoperto che lei è l' unica.. fino ad ora.. bocconiana di cui condivido ciò che scrive, dico l' ""unica"" perché con bifarini ci ho litigato, e mi ha bloccato.."	A233
0	0	0	0	finirà sta prova dura che fa paura ma quando usciremo dalle case. ci abbracceremo uniti, in un'altra fase. oh spirito italico dei nostri avi. apri il forziere con le sue stesse chiavi. e tu prediletta troverai il vaccino, con la brillantezza di un bambino: link	A814
2	2	2	2	inefficacia vaccino morbillo  plotkin chiede nuovi studi link via user scelta	A966
0	0	2	0	"in arrivo il vaccino contro il colesterolo  ""salveremo 30mila vite in 10 anni""  aspetto con ansia quello contro la caduta dei capelli! link"	A957
2	2	2	2	#ebola il vaccino  pronto ed  certificato efficace al 100%.  ora ci manca solo che si scateni un'epidemia in #europa.  scommettiamo che succeder a breve?  link	A399
0	1	2	1	user hanno preso gusto a tenerci al guinzaglio. non a caso, intendono prolungare le misure come il distanziamento sociale, anche qualora queste precauzioni non avranno alcuna ragione di persistere. fino al vaccino... vaccino che ha utilità preventiva, non di cura delle malattie.	A192
2	2	2	2	"user il rischio di una dittatura è altissimo infatti. quello di questa scemenza di virus ""pandemico"" fa ridere. e il vaccino non serve a niente. se lo facciano i beoti che credono ancora alle balle di questo governo di farabutti e dei suoi ""esperti"" prezzolati."	A237
0	3	3	1	ma secondo voi che cazzo doveva dire?? uscite vedetevi e moltiplicatevi! cazzo è una pandemia mondaliale causata da un virus per cui nn esiste  un vaccino...svegliaa #fase2	A1061
1	0	1	0	user user user fintanto che non si trova un vaccino o r0 va sotto 1, questa e' un'emergenza sanitaria di massimo livello. la gente non deve andare in panico, ma nemmeno perdere la propria attenzione 2/2	A184
5	0	0	0	sto pensando che israele in un colpo solo avrebbe la possibilità di asfaltare bds e no-vax... #amisraelchai #istandwithisrael #pasqua2020 #iorestoacasa	A1265
2	2	2	2	quando la stampa poteva ancora informare sui danni da #vaccino link	A1184
1	1	2	2	in cina lo stato acquista i farmaci dalle case farmaceutiche. nel caso il farmaco provochi un danno  riconosciuto,  la casa farmaceutica a dover risarcire, oltre a dover pagare una multa allo stato.  chinese company in vaccine scandal declared bankrupt link	A959
3	2	2	2	jerome mor 12 ore dopo il vaccino esavalente, aveva due mesi. da una parte abbiamo la prova scientifica (la loro) che non ci sia alcun nesso causale tra le due cose. dall'altra abbiamo la prova scientifica che non fornisce spiegazioni sulla sua morte.  link	A985
2	2	2	2	#coronavirus #coronavirusitalia #coronavirustruth #covid19 #covid19italia #pandemia #iorestoacasa pag9 ľ uomo è solo bugiardo e imbroglione! mi rivolgo anche ai miliardari che con tutti i loro soldi pensano di finanziare un ipotetico vaccino se lo possono scordare xké per.. pag10	A362
0	0	0	0	user user gentile elisa, da medico con 30anni di esperienza ospedaliera alle spalle ti dico: non ti far coinvolgere in questa campagna anti vaccinazione. tra qualche anno ti potresti accorgere di esserti sbagliata. (continua)	A207
2	2	2	2	???? che strana cosa, anche quest'anno sembra che ai medici faccia pi paura il #vaccino che l'influenza. ???? link	A5
1	1	1	1	oms, per il vaccino ancora 12-18 mesi #spaziotransnazionale informa link	A1131
0	1	1	1	la più recente variante di quella alternativa è rappresentata dalla teoria di lui montagnier. secondo questi, premio nobel 2008 per la medicina, il virus sarebbe sfuggito dal laboratorio cinese di wuhan durante un esperimento destinato a produrre un vaccino contro l’aids	A1012
0	0	1	0	#coronavirus: un vaccino potrebbe essere pronto a settembre secondo la scienziata che lo sta sviluppando a #oxford link	A389
1	1	1	1	"ranieri guerra (oms): ""vaccino? se va bene entro il primo trimestre del 2021"" link"	A1209
0	0	1	0	in ogni caso sappiamo bene che con l isolamento non finirà comunque questo virus di propagarsi, l unica cosa che potrà salvarci è un vaccino che non sarà pronto prima di 1 anno. tirate voi le conclusioni	A962
0	1	3	1	"#agorarai  •#lopalco: ""quando arriverà il vaccino potremo tornare a fare la vita di prima""  la libertà è ufficialmente in vendita. link"	A351
1	1	1	1	nicora: “in assenza di un vaccino usiamo il plasma” link	A1106
2	2	2	2	imbecilliiiii! un bimbo sano fa il #vaccino sta maleeee e ridono pure! tutto normale oramai  normale anche se un bimbo crepa x un vaccino. ande a cagher! link	A956
1	1	1	1	coronavirus: al via sperimentazione vaccino di 'takis' sui topi. in autunno sull' uomo link	A700
2	2	2	2	avviso vaccino antinfluenzale 2018-19. come il mercurio causa processi neurodegenerativi cerebrali link	A529
0	0	0	0	user user user user_vito si spera in un vaccino o in cure valide nel frattempo. non avere attuato le misure contenitive sarebbe stato un disastro totale.	A298
0	0	0	0	"di maio: ""posso dire anche una cosa, e questo vale per tutti, non solo per l'italia: noi potremo tornare alla normalità quando avremo scoperto il vaccino. per scoprire il vaccino abbiamo bisogno di una grande alleanza internazionale sul vaccino"""	A761
5	5	5	0	i novax potrebbero lottare contro il vaccino al coronavirus. non possiamo permetterglielo. link	A887
1	0	1	1	queste sono parole di chiarezza, ci vuole tanto a capire? il futuro secondo il virologo andrea crisanti (il vaccino non è certo) link	A1199
0	0	1	0	mettono la bandierina italiana, fanno i sovranisti e poi denigrano la mia regione lazio ke nonostante tutto è + avanzata rispetto ad altre, stanno sperimentando anche un vaccino dalle mie parti. bravi continuate a nutrirvi di meschinità meridionale e di altezzosità settentrionale	A1079
2	2	2	2	il mito del vaccino contro il coronavirus si attende il rimedio miracoloso che ci libererà dal lockdown, farà rinascere l'economia, ci toglierà le mascherine (video ironico: mamme, figli e mascherine) link	A926
2	2	2	2	link un consigliere comunale di genova riesce a stoppare la asl, che voleva eseguire la vaccinazione contro il meningococco in una scuola. dopo la protesta dei genitori la vaccinazione verr eseguita, nonostante il luogo non sia idoneo ad un atto medico...????	A853
2	2	2	2	conosciamo pi da vicino, chi ci potr vendere il vaccino e cura contro il coronavirus? case farmaceutiche, gli scandali delle lobby tra venditori e mazzette link di user	A593
2	2	2	2	#salute cosa stanno tramando quei delinquenti?vaccino per bambini e over 60 obbligatori??non lo possono fare!!! leggete gli articoli nel sito a proposito. il business dei vaccini raccomandato dalla lorenzin va avanti!!!italiani,sveglia!! link	A422
2	2	2	2	con una copertura vaccinale sulla difterite all 99%, in grecia torna la difterite!   morto un bambino.  70 anni di pace ficchiateveli su per il culo.  la povert uccide, la povert porta malattie e nessun vaccino potr mitigare questo dato di fatto! link	A592
0	0	1	0	farmaci e vaccino contro il covid-19 per tutti link #ilmanifesto di user	A809
1	1	1	1	coronavirus, ricciardi: '18 mesi per vaccino ma non prima, per certezza che non faccia male' link #coronavirus	A682
1	1	1	1	coronavirus, speranza “accordo per 400 milioni di dosi di vaccino” link	A684
0	0	4	0	#coronaviriusitalia da cittadino incazzato non comprendo come con i mega computer e le risorse a livello mondiale disponibili in termini di scienziati e di soldi non si possa creare immediatamente un vaccino. per me incomprensibile. e intanto si crepa.	A360
0	1	1	1	1/2 senza entrare nel merito delle diverse teorie sulla diffusione del virus, quello che emerge unanimemente � che l�isolamento da solo potrebbe non bastare. potremmo dover aspettare il vaccino. la produzione di macchinari per la rianimazione/ventilazione �  l�elemento critico.	A448
1	2	2	2	neonata di due mesi muore in culla subito dopo il aver fatto il vaccino  link	A1101
2	1	3	1	più che del vaccino abbiamo bisogno di una terapia antivirale efficace. né per sars, né per la mers sono stati preparati vaccini, si è fatto ricorso agli anticorpi monoclonali e agli anticorpi dei soggetti guariti. una cura si pensa arriverà entro l’estate... #covid_19	A1164
2	2	2	2	user salvini chiami tarro in tv e finiamola con questa farsa avanti. vogliono vendere vaccino che non può funzionare contro questo virus. chiami tarro e fate uno show in streaming. forse dell'ordine stanno delirando....elicotteri x scovare gente che prende il sole quando fino	A327
2	2	2	2	mi propongo come cavia per vivere senza vaccino obbligatorio e senza microchip (fai copia incolla vediamo quanti siamo?)	A1086
5	5	5	0	gli #antivax sono spariti!  proprio adesso che con il #coronavirus potevano fare un figurone con i loro oli essenziali!	A827
2	2	2	2	"giulio tarro: ""coronavirus non è ebola, il vaccino non serve. sanità in crisi per colpa di chi ha dimezzato le terapie intensive"" link via user_italia"	A825
2	2	2	2	user user non ne parlano perche' non si deve sapere che c'e' una terapia sicura e non costosa, mentre abbiamo un pdc che fa videochiamate con il criminale mondiale bill gates per pseudo accordi su uno pseudo vaccino prodotto ad oxford, e finanziato dallo stesso gates..	A139
2	2	1	2	#vaccini l#mmr difettoso di #merck starebbe attualmente causando pericoloseepidemie di parotitein adulti completamente vaccinati in tutto il mondo link	A430
2	2	2	2	i primi a fare il vaccino sperimentale (inutile) sarete voi medici e forze dell'ordine. mo' so cazzi.	A888
0	0	0	0	coronavirus, ecco come si sta cercando il vaccino: ``l`iniziativa in termini di portata e velocità è davvero senza precedenti nella storia`` - il dolomiti link	A640
2	2	2	2	user user soldi buttati per il vaccino peggiore in circolazione link	A252
2	2	2	2	massimo mazzucco, ci avverte. non fate il vaccino quando uscira`. link via user	A1071
2	2	2	2	user_it user_capitani user una mia amica informatrice farmaceutica e generalmente pro vax e molto allineata alla medicina ufficiale, non ha mai fatto vaccinare l'anziana madre contro l'influenza. ci sarà un motivo...	A315
2	2	2	2	user non so a nome di  chi parla.  io un vaccino continuo a non farlo. lo lascio ai sapienti come  lei.	A320
2	2	2	2	user user ennesimo bufalaro seminatore d paura. la cura xcovid19 è già esistente e si chiama plasma iperimmune, purtroppo x voi, made in italy. il vaccino nn serve +a nulla dato ke il virus ha già perso, come tt gli anni, parte della sua forza e a ottobre sarà già completamente diverso...	A277
0	1	0	0	coronavirus: ministro bellanova “rischio zero solo con vaccino”. vivaddio!! user   link via user	A717
2	2	2	2	user user vogliono metterci un microchip sulla mano destra, con la scusa del vaccino. ci vaccineranno e oltre al vaccino avremo un microchip con codice a barre, ideato da bill gates. è un prototipo del marchio della bestia.	A274
2	2	2	2	"morti in culla dopo il vaccino infanrix hexa. on. catalano: ""la lorenzin ancora non ha risposto alla mia interrogazione"" - link via user"	A1094
2	2	2	2	se 10 100 1000 genitori affermano tutti la stessa cosa: il mio bimbo era sano fino a quel giorno maledetto del #vaccino mpr, perch voi medici/scienziati non prendete nemmeno in considerazione il nesso autismo/vaccino? lunica risposta  paura o corruzione. link	A1230
1	1	1	1	il paradosso degli scienziati di oxford: per mettere a punto il vaccino abbiamo bisogno di nuovi contagiati link	A929
2	1	2	1	giuseppi, aspetta disposizioni dalla oms, per introdurre il vaccino obbligatorio, esortato da gates, si rivolge alla commissione eu per decidere a quali strumenti di prestito finanziario ricorrere e aspetta ordini dal fmi e dai crucchi,  per le misure di bilancio da predisporre. link	A826
1	1	1	1	"user user il vaccino per l'influenza stagionale contiene in parte ceppi virali dell'anno precedente più alcuni ceppi che ""potrebbero"" essere diffusi nell'anno in corso. il vaccino anti influenzale si basa quindi sia su virus pre-esistenti, sia su proiezioni. in questo caso si parte da 0."	A286
0	0	0	0	desiderio n5- #polmonite: vaccino accessibile per tutti i bambini nel mondo.molti muoiono ancora per una malattia prevenibile. nel 2020 vorremmo vedere cancellate questa terribile ingiustizia. #spazioallecure link link	A757
2	2	2	2	#coronavirus in #diretta #video: non sarà il #vaccino a tirarci fuori dall'incubo #covid-19. parla la #virologa #capua » link link #meteo via user	A365
2	2	2	2	"lascienza vuole far passare un ""abominio"" come una cosa ""figa"".  il vaccino sotto pelle, che tiene traccia della storia vaccinale, non  solo una violenta violazione alla dignit umana, ma anche una pericolosa pratica medica, in quanto priva di test.  link"	A1026
